PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"643916","Dell'Amico, Alessandro [alede48] (Fluida och mekatroniska system [8250]) (Tekniska högskolan [1751])","Hardware-in-the-loop simulering av elektrohydraulisk servostyrning för tunga fordon","Konferensbidrag","Refereegranskat","swe","","","","","","","Hydraulikdagarna 2012","","","2012","","","","","","","","","http://www.iei.liu.se/flumes/hd12/artiklar/1.338325/Hardware-in-the-loopsimuleringavelektrohydrauliskservostyrningfrtungafordon-AlessandroDellAmico.pdf","","","","","","urn:nbn:se:liu:diva-96905","","","","Maskinteknik (203)","","","","<p>Ökade krav på säkrare fordon i trafiken har lett till att forskningen har inriktat sig mot mer styrningsrelaterade säkerhets-funktioner. I ett komplett scenario används ett flertal sensorer för att detektera bl.a. hinder och fordonets placering på vägen.Denna information nyttjas sedan för att skapa en hotbild och beslut måste tas för att undvika en kommande olycka. I grundenmåste det finnas en aktuator som tillåter att ändra hjulvinkeln eller det moment som krävs för att vrida hjulen. Samtidigt ökar ständigt kraven på lägre utsläpp för fordon, där även styrservot är en bidragane faktor. I personbilsindustrin har man löst detta genom att införa ett rent elektriskt styrservo. Till skillnad mot det traditionella styrservot som är rent hydraulmekaniskt, kan man i ett elektriskt styrservo manipulera den assistans som servot ger samtidigt som energiförbrukning minskar dramatiskt. För tunga fordon är det idag inte möjligt att införa rent elektrisk styrservo, framförallt p.g.a. de stora laster som förekommer. Detta projekt syftar till att undersöka möjligheterna att implementera aktiv styrning i tunga fordon samtidigt som energiförbrukning kan minskas. Detta görs med hjälp av en konceptstudie där hardware-in-the-loop simulering är en viktig del för att untvärdera olika koncept. Testriggen som har tagits fram består till hårdvaran av ett styrservo och till mjukvaran av en fordonsmodell. Testriggen är generisk vilket innebär att vilket koncept som helst inom samma kategori kan implementeras och utvärderas. Därav kan testriggen vara en del i designprocessen.</p>","","","","","","","","","","","","","2013-08-29","2013-08-29","2013-09-17"
"1000986","Eitzenberger, Andreas [andeit] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Geoteknologi [875041])","Vågutbredning i berg","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Föredrag vid Bergmekanikdag i Stockholm, 11 mars 2013","115","126","2013","","","Stockholm","Stiftelsen bergteknisk forskning - Befo","Bergmekanikdag Stockholm","0281-4714","","","","","","","","","urn:nbn:se:ltu:diva-27796","1585d2bc-fd37-4e44-9511-2e46d6d02a2f","","","Annan samhällsbyggnadsteknik (20199)","Mining and Rock Engineering","","Godkänd; 2013; 20130617 (ysko)","<p>I tätbefolkade områden kan vibrationer genererade av tågtrafik i tunnlar nå närliggande byggnader i form av stomljud och/eller vibrationer. Tillförlitliga prognoser för att säkerställa att de som vistas i byggnaderna inte ska störas är nödvändigt när man planerar en ny järnväg eller bygger nya byggnader längs en befintlig järnväg. Numeriska analyser är idag en naturlig del vid prognostisering av tåginducerade vibrationer/stomljud. Vid analyserna antas ofta marken bestå av ett homogent och isotropt material. Vågutbredning genom diskontinuerliga bergmassor har studerats med hjälp numeriska analyser för att bedöma om ett sådant antagande är rimligt. Resultaten visar att sprickor under vissa förutsättningar påverkar vibrationerna lokalt på markytan ovanför en tunnel utsatt för en  dynamisk last. Egenskaper som har stor inverkan på vågutbredning är sprickans normal och skjuvstyvhet, sprickors orientering och antal samt sprickavståndet. Zoner kan kanalisera vågor vilket resulterar i ökade vibrationer på markytan där zonen når markytan, men kan också agera som en vågfälla eller ett filter. Om det översta skicket av bergmassan har egenskaper som skiljer sig från den omgivande bergmassan förstärks generellt vibrationerna på markytan, särskilt i horisontell riktning.</p>","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1212035","Elgh, Fredrik [elfr] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH, Industriell produktutveckling, produktion och design [881500]);Johansson, Joel [jojo] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH, Industriell produktutveckling, produktion och design [881500]);Poorkiany, Morteza [pomort] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH, Industriell produktutveckling, produktion och design [881500]);Stolt, Roland [stro] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH, Industriell produktutveckling, produktion och design [881500]);Raudberget, Dag [RaDa] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH, Industriell produktutveckling, produktion och design [881500])","Traceability of decisions in product realization processes of custom engineered products","Konferensbidrag","Refereegranskat","swe","","","","","","","DS92: Proceedings of the DESIGN 2018 15th International Design Conference","249","260","2018","","","","The Design Society","Design","1847-9073","","978-953-7738-59-4","","","10.21278/idc.2018.0505","","","2-s2.0-85054981077","urn:nbn:se:hj:diva-39618","","","design knowledge;information management;process modelling;customisation;engineer-to-order","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","","","","<p>Custom engineered products require an engineer-to-order approach in development, quotation preparation and order processing. This work reports the result of a three-and-a-half-year project were the objective was to develop means for implementation and management of computer support for engineering design and production engineering of customized products. Efficient re-use is essential for success and decision is identified as the core concept to trace tasks executed, knowledge used, design rationale and artefacts developed throughout the product realization process.</p>","","","","","","","","","","","","","2018-06-01","2018-06-01","2019-02-14"
"798435","Emanuelsson, Olof [u15t3py5] (KTH [177], Skolan för bioteknologi (BIO) [5903], Genteknologi [5907]) (KTH [177], Centra [12851], Science for Life Laboratory, SciLifeLab [5921]);Arvestad, Lars [u104ogsm] (KTH [177], Centra [12851], Science for Life Laboratory, SciLifeLab [5921]) (Stockholm University);Käll, Lukas [u1gqsept] (KTH [177], Skolan för bioteknologi (BIO) [5903], Genteknologi [5907]) (KTH [177], Centra [12851], Science for Life Laboratory, SciLifeLab [5921])","Engagera och aktivera studenter med inspiration från konferenser : examination genom poster-presentation","Konferensbidrag","Refereegranskat","swe","","","","","","","Proceedings 2014, 8:e Pedagogiska inspirationskonferensen 17 december 2014","","","2014","","","Lund","","","","","","http://www.lth.se/genombrottet/lths-pedagogiska-inspirationskonferens/proceedings-2014/","","","","","","urn:nbn:se:kth:diva-163041","","","examination;konstruktiv länkning;bioinformatik;projektkurs;poster-presentation","Övrig annan teknik (21199)","Education and Communication in the Technological Sciences","Pedagogiska utvecklare vid KTH","<p>QC 20150327</p>","<p>I en forskningsnära kurs om 7.5 hp på master-nivå inom bioinformatikämnet vid KTH består drygt halva kursen av ett projekt som genomförs i grupper om tre studenter. Varje projekt har en egen projektuppgift med inget eller marginellt överlapp med andra gruppers uppgifter. Projekten är så gott som uteslutande baserade på aktuella frågeställningar i lärarteamets egna forskningsgrupper eller deras närhet. Projektet redovisas dels genom en posterpresentation, dels med individuell webbaserad projektdagbok. Vid posterredovisningen, som omfattar tre timmar i slutet av tentamensperioden, är alla kursdeltagare med. Vi försöker i möjligaste mån efterlikna situationen där ett autentiskt forskningsresultat presenteras på en riktig konferens. Varje deltagare (student) förväntas alltså ta del av varje annan grupps poster, på samma sätt som sker vid de flesta vetenskapliga konferenser. Vi genomför en enklare kamratbedömning på posternivå, där varje student ska avge en kort och konfidentiell kommentar om var och en av övriga postrar. Kursens lärare bedömer förstås också postrarna. En av svårigheterna är att sätta individuella betyg. Här använder vi oss av individuella projektdagböcker, som ger vägledning till de olika individernas insatser inom projektet. Vi har provat detta under fyra kursomgångar med som mest sju projekt. Examinationsformen är rolig och motiverande både för studenterna och lärarna.</p>","","","","","","","","","","","","","2015-03-26","2015-03-26","2022-06-23"
"1014800","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032])","Aktivitet: En pågående fallstudie av svenska SME sågverk : TräIN presentation 2013-10-24 Jarkko Erikshammar","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","","","","2013","","","","","","","","","http://www.ltu.se/research/subjects/Trabyggnad/Forskning/Projekt/Processoptimering-av-travardekedjan-1.44161 OspecifieradeProcessoptimering av trävärdekedjan","","","","","","urn:nbn:se:ltu:diva-41827","e8e6224c-84f1-4e3c-baac-2d8af012c425","","Sawmill industry;Small Business;Business Model","Husbyggnad (20103)","Timber Structures","","Startdatum: 24/10/2013; Slutdatum: 24/10/2013; Projekt: TräIN; Roll: Talare; Typ: Föreläsning / muntligt bidrag","<p>Beskrivning av pågående forskning för TräIns styrgrupp.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2017-11-24"
"1014790","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032])","Aktivitet: Influenser från andra branscher : Lean och SCM i bygg – möjligheter och utmaningar","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","","","","2015","","","","","","","","","http://www.liu.se/forskning/b2?l=sv","","","","","","urn:nbn:se:ltu:diva-41817","e4df6b42-a444-49e0-88d7-13f3293c27bf","","Lean;Lean Construction;SCM;Bygglogistik","Husbyggnad (20103)","Timber Structures","","Startdatum: 12/11/2015; Slutdatum: 12/11/2015; Publikation: Supply Chain Integration for Small Sawmills in Industrialized House-Building; Roll: Föreläsare; Typ: Föreläsning / muntligt bidrag","<p>Presentation på Brains n Bricks årliga konferens</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2017-11-24"
"1014826","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032])","Aktivitet: Introduktion till Lean : Lean inom Skolan","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","","","","2011","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-41853","f6042182-840c-4792-8674-19501dcd369e","","","Husbyggnad (20103)","Timber Structures","","Startdatum: 09/09/2011; Slutdatum: 09/09/2011; Roll: Föreläsare; Typ: Föreläsning / muntligt bidrag","<p>Workshop presentation om forskning kring lean för Silverskattens förskola</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2017-11-24"
"1014593","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032])","Aktivitet: Praktisk Projektstyrning : PPS ett praktiskt verktyg som fungerar för mig…","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","","","","2009","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-41623","92f0be88-f9be-4354-9403-c1ecb8d9e765","","projekt;modell","Husbyggnad (20103)","Timber Structures","","Startdatum: 02/03/2009; Slutdatum: 02/03/2009; Projekt: TräIN; Roll: Föreläsare; Typ: Föreläsning / muntligt bidrag","<p>min syn på PPS och forskningsprojekt</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2017-11-24"
"1014443","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032])","Aktivitet: Studentrekrytering Furuhed Kalix","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","","","","2012","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-41475","4fc041cb-31ff-4355-bd6f-b451e42a1379","","SBN","Husbyggnad (20103)","Timber Structures","","Startdatum: 26/03/2012; Slutdatum: 26/03/2012; Roll: Föreläsare; Typ: Föreläsning / muntligt bidrag","<p>En personlig presentation om varför studenter ska välja LTU.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2017-11-24"
"1014538","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032])","Aktivitet: Studentrekrytering Furuhed Kalix : Examen! Och sen då?","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","","","","2013","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-41570","7d32a688-f3ea-4ab8-91c9-628da8e39513","","SBN;Studentrekrytering","Husbyggnad (20103)","Timber Structures","","Startdatum: 28/03/2013; Slutdatum: 28/03/2013; Projekt: Lean Wood Engineering; Projekt: TräIN; Roll: Föreläsare; Typ: Föreläsning / muntligt bidrag","<p>En personlig presentation om varför studenter ska välja LTU.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2017-11-24"
"1543397","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032]);Bergbom, Axel (BDX, Kallaxvägen 190, 975 95 Luleå, Sweden)","Slöseri i produktionsprocessen för vägentreprenader","Konferensbidrag","Refereegranskat","swe","","","","","","","PLANs forsknings- och tillämpningskonferens 2020 : Artiklar från konferensen på KTH Södertälje 21 oktober 2020","","","2020","","","","KTH Royal Institute of Technology","","","","","https://plan.se/fot-konferensen-2020/","","","","","","urn:nbn:se:ltu:diva-83582","","","Industrialized Construction;Civil Engineering;sustainable;construction supply chain management;Industriellt byggande;Hållbart;Anläggning;bygglogistik","Byggproduktion (20102)","Construction Management and Building Technology","VallaCoach;Smart Built Environment","","<p>Om Sverige ska nå sina klimatmål måste även anläggningsbranschen, som står för 40% av de globala utsläppen av växthusgaser, bidra till en hållbar utveckling. Produktionsprocessen av vägentreprenader innebär transporter av stora mängder med massor som även bidrar till stora avfallsmängder. En effektiv planering krävs för att optimera en massbalans, skapa ytor för mellanlagring och bearbetning av massor, samt öka förutsättningarna för en högre grad av återanvändning och återvinning av jordmassor. Det krävs en effektivisering som genomsyrar hela kedjan för att minska slöseriet i produktionsprocessen. Syftet med studien är att undersöka produktionsprocessen inom vägentreprenader ur ett effektivitetsperspektiv. Målet är att beskriva produktionsprocessen samt föreslå effektiviseringsförslag som kan bidra till hållbar utveckling genom reduktion av slöseri. Genom att kartlägga slöseriet och dess orsaker i en fallstudie har målet varit att ta fram ett effektiviseringsförslag för produktionsprocessen för vägentreprenader. Processen har testats systematiskt genom att använda programmet DynaRoad för att skapa massdisponeringsplaner och massbalansering. Studien visar att slöseri i form av väntan, onödiga transporter och felaktigt utförande återfinns i produktionsprocessen för vägentreprenader. Slöseriet uppstår primärt för aktiviteterna schaktning och avvattningsåtgärder, sprängning och transporter. Orsakerna till slöseriet kan delas in i två kategorier: externa och interna. Externa orsaker uppkommer från beställare, leverantör och geografiskt läge. Detta i form av långa körsträckor, resursbrist, tillhandahållande av beslut och bygghandlingar samt kompetens och rutin hos maskinförare. Interna orsaker uppkommer från entreprenören i form av begränsad styrning och kontroll över produktionen. Studien indikerar att entreprenadföretag bör prioritera sin planering av produktionsprocessen, vilket ger bättre projektförutsättningar, effektivare processer, minskat slöseri och miljöbelastning</p>","","","","","","","","","","","","","2021-04-12","2021-04-12","2023-02-06"
"1825681","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032]);Haage, Mathias (Lunds tekniska högskola, 221 00 Lund, Sweden);Andersson, Isak [aneisa-7] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032]);Stehn, Lars [lms] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032]);Eriksson, Helena (Lunds tekniska högskola, 221 00 Lund, Sweden)","Dynamiska layouter i den tillfälliga fabriken","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","PLANs Forsknings- och tillämpningskonferens 2023 : Logistik och Produktion – hållbar, ansvarsfull och uthållig framtid","222","238","2023","","","Trollhättan","Högskolan Väst","","","","","https://plan.se/forsknings-tillampningskonferensen-2023/","","","","","","urn:nbn:se:ltu:diva-103288","","","","Byggproduktion (20102)","Construction Management and Building Technology","","","","","","","","","","","","","","","","2024-01-10","2024-01-10","2024-01-10"
"1366823","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032]) (Construction Management and Building Technology);Hofacker, Mathias","Omvänd logistik inom industriellt byggande : En fallstudie av väderskydd för volymer inom flerfamiljshusbyggande","Konferensbidrag","Refereegranskat","swe","","","","","","","PLANs Forsknings- ochtillämpningskonferens 2019 : Artiklar från konferensen på Linköpings tekniska högskolaLinköping 23 – 24 oktober 2019","1","275","2019","","","Linköping","","","","","","https://plan.se/fot-konferensen-2019_2/","","","","","","urn:nbn:se:ltu:diva-76577","","","Indsutrialized Construction;Industrialized house-builidng;revers logistics;supply chain management;reverse distribution;construction supply chain management;Industriellt byggande;Hållbart;omvänd logistik;grön logistik;omvänd distribution;logistik;bygglogistik","Byggproduktion (20102)","Construction Management and Building Technology","VallaCoach;Smart Built Environment","<p>Revised 2019-10-30</p>","<p><em>Svensk byggindustri står för en stor del av Sveriges klimatpåverkan. Omvänd logistik kan bidra till minskad klimatpåverkan genom reduktion av avfall. Företagen behöver modeller som stöttar beslutsfattande inom omvänd logistik för att säkerställa en långsiktig hållbarhet. Studien strävar därför mot att skapa en djupare förståelse kring området omvänd logistik och hur det kan tillämpas inom hållbart industriellt byggande. Syftet är att undersöka hur ekonomiska, sociala och miljömässiga hållbarhetskriterier kan tillämpas för att utveckla en beslutsmodell inom omvänd logistik för industriellt byggande. I studien har valet av väderskydd hos en industriell tillverkare av flerfamiljshus använts som fallstudie för att utveckla, analysera och verifiera en beslutsmodell för omvänd logistik. Tre olika väderskyddsprodukter analyserades och jämfördes med hjälp av beslutsmodellen. Företaget rekommenderas att behålla nuvarande emballeringssystem. Beslutskriterierna som är viktiga vid beslutsfattande gällande väderskydd kopplades främst till ekonomiska, sociala och miljömässiga drivkrafter. Studien indikerar att tillämpad teori, som utvecklats främst mot verkstadsindustrin, går att överföra till beslutskriterier för omvänd logistik inom industriellt byggande. Beslutsmodellens kriterier stöttar beslut i väderskyddsprocessen, även om kriterierna går att förfina för att leverera ett mer precist beslutsunderlag. Vidare forskning behövs för att validera och förfina modellen, samt att utöka användningsområdet till andra processer utöver väderskydd.</em></p>","","","","","","","","","","","","","2019-10-30","2019-10-30","2022-10-27"
"1543415","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032]);Johansson, Amanda (Peab Anläggning, Region Öst, 144 40 Rönninge, Sweden)","En konceptuell logistikmodell för planering inom anläggning","Konferensbidrag","Refereegranskat","swe","","","","","","","PLANs forsknings- och tillämpningskonferens 2020 : Artiklar från konferensen på KTH Södertälje 21 oktober 2020","","","2020","","","","KTH Royal Institute of Technology","","","","","https://plan.se/fot-konferensen-2020/","","","","","","urn:nbn:se:ltu:diva-83585","","","Industrialized Construction;Civil Engineering;construction supply chain management;Industriellt byggande;Anläggning;bygglogistik","Byggproduktion (20102)","Construction Management and Building Technology","VallaCoach;Smart Built Environment","","<p>Bygg- och anläggningsbranschen har, förutom en låg produktivitet där icke-värdeskapande aktiviteter uppgår till 30–35% av projektets totala produktionskostnad, en påverkan av det globala utsläppet av växthusgaser på upp till 40%. Utsläpp av växthusgaser, såsom koldioxid och metan, och förbrukningen av resurser inom byggbranschen måste minska kraftigt på kort tid för att branschen ska bidra till det svenska och europeiska klimatmålet. I anläggningsprojekt är det ofta problem med stora projektytor och svåråtkomlig terräng, men det kan även vara problem med trånga utrymmen runt projektet. Dessutom innebär projekt i anläggningsbranschen ofta omfattande hantering av massor vilket innebär en logistisk utmaning i planeringsfasen då hela området inte är undersökt. Företag inom anläggningssektorn arbetar sällan med tydliga modeller för logistik inom planering vilket kan potentiellt ytterligare öka slöseriet i processerna. Studiens syfte har varit att undersöka planeringsfasen och utveckla en konceptuell logistiskmodell för anläggningsprojekt. Logistikmodellen har utvecklats från befintlig teori och testats i fokusgrupper. Modellen består av sjutton komponenter som innehåller aktiviteter och verktyg samt beskriver de förutsättningar som krävs för en effektiv logistik i anläggningsprojekt. Fokusgruppernas svar indikerar att logistik inte är företagens huvudfokus; respondenterna har svårt att se fördelarna med att använda logistik som begrepp och de aktiviteter som lyfts fram i modellen förekommer sällan i praktiken. Studien indikerar att genom att ta fram standardiserade processer för logistik inom anläggningsbranschen och organisera ansvarsområdet inom processen och öka kompetensen, finns det därmed en möjlighet att effektivisera produktionen och minska miljöbelastningen.</p>","","","","","","","","","","","","","2021-04-12","2021-04-12","2023-02-06"
"1039062","Erikshammar, Jarkko [jarkko] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032]);Stehn, Lars [lms] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriellt och hållbart byggande [875032])","Ökad samverkan i försörjningskedjan genom sälj- och verksamhetsplanering : En analys av ett SME sågverks metod och process","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","PLANs Forsknings- och tillämpningskonferens 2016 : Logistik – teori möter praktik","65","75","2016","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-59860","","","","Husbyggnad (20103)","Timber Structures","","","<p>Ökad videraförädling för små och medelstora (SME) sågverk innebär att ett ensidigt fokus på produktionsprocessen och sågutbyte bör kompletteras med ökad kundfokus. Sälj- och verksamhetsplanering (SVP) är en planeringsmetod som balanserar kundkrav med övriga operativa processer på medellång sikt. Syftet med denna artikel är att beskriva en anpassad SVP-metod och en SVP-process som möter sågverkets specifika behov av ökad effektivitet i försörjningskedjan samt beskriva faktorer som kan undersökas vidare för att skapa en ökad förståelse av SVP tillämpningen inom sågverkets kontext. Data som analyserats är från en longitudinell fallstudie på ett svenskt SME sågverk och processen för införandet av en SVP-metod. Sågverket sågar cirka 100000 kubikmeter per år av både gran och tall. Forskningen visar att SVP-metoden bör utvecklas så att den kan balansera i två nivåer; både för sågat färdigvarulager och lager för vidareförädling med hänsyn tagen till divergent och konvergent produktflöde. Den utvecklade metoden visar på sågverkets behov av balanserat råmateriallager, men också behovet av att lösa konflikter mellan sågutbyte och olika marknadskrav. Identifierade faktorer för vidare forskning av SVP, som en tillämpad metod och process, är sågverkets förmåga att linjera interna ekonomiska mål, sågverkets behov av ökad kommunikation i försörjningskedjan, tydligare marknadskrav och engagemang från företagsledningen.</p>","","","","","","","","","","","","","2016-10-21","2016-10-21","2023-09-05"
"286569","Eriksson, Helena [heer] (Högskolan i Halmstad [2804], Akademin för ekonomi, teknik och naturvetenskap [16901], Centrum för innovations-, entreprenörskaps- och lärandeforskning (CIEL) [3908], Regionalt lärande och ledarskap (RELL) [3918]);Hofmaier, Bernd [beho] (Högskolan i Halmstad [2804], Akademin för ekonomi, teknik och naturvetenskap [16901], Centrum för innovations-, entreprenörskaps- och lärandeforskning (CIEL) [3908], Regionalt lärande och ledarskap (RELL) [3918])","Högskolor och institut – normsystems roll i samarbete","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","","21","","2009","","","","","","","","","","","","","","","urn:nbn:se:hh:diva-3683","","","forskningssamverkan;högskola;forskningsinstitut;normsystem","Nanoteknik (210);Annan teknik (211)","","","","<p>Under de senaste åren har man från politiskt håll lyft frågan kring relationen mellan högskolor och institut och vad dessa båda aktörer har för roller. Man har pekat på ett behov av mer samverkan mellan högskolor och institut. Detta paper är en analys av två samverkansprojekt mellan högskolor och institut. Intervjuer samt en workshop har genomförts med aktörer från deltagare i projekten och dessa har analyserats utifrån Mertons (1973) och Zimans (1994, 2000) teorier om normsystem inom högskolor respektive institut. Skillnad i normsystem mellan högskolorna och instituten analyseras utifrån synen på kunskap och forskning bland deltagarna i projekten. Skillnaderna i normsystemen kan ses få konsekvenser för hur verksamheten inom högskolorna och institut organiseras. Dessa två utgångspunkter, skilda sätt att se på kunskap och forskning samt olika sätt att organisera sin verksamhet på, skapar i sin tur både möjligheter men även svårigheter att arbeta tillsammans.</p>","","","","","","","","","","","","","2010-01-14","2010-01-29","2022-09-13"
"1000061","Eriksson, Per-Erik [pererik] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Innovation och Design [875021])","Organizational ambidexterity for sustainable construction project performance","Konferensbidrag","Refereegranskat","swe","","","","","","","Management and Innovation for a Sustainable Built Environment : CIB International Conference of WO55, WO65, WO89, W112, TG76, TG78, TG81","","","2011","","","Delft","Delft university of technology","","","","9789052693958","","","","","","","urn:nbn:se:ltu:diva-26881","0245d273-c327-4cb7-a635-f4751b938544","","","Övrig annan teknik (21199)","Entrepreneurship and Innovation","","Godkänd; 2011; 20130909 (pererik)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"262103","Filla, Reno [renfi69] (Tekniska högskolan [1751]) (Fluid och mekanisk systemteknik [4010])","Effektivare hjullastare : Hybrider?","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Hydraulikdagar 07,2007","","","2007","","","Linköping","Linköpings universitet","","","","","","","","","","","urn:nbn:se:liu:diva-41252","55402","","","Teknik och teknologier (2)","","","","<p>Med allt högre bränslepriser och den tilltagande samhällsdebatten om växthusgaser och klimatförändringar förvånar det inte att även företag utanför personbilsbranschen undersöker alternativa systemlösningar för att minska avgasutsläppen och oljeberoendet. Detta föredrag presenterar Volvo CEs satsning på elhybrider med fokus på hjullastare.</p>","","","","","","","","","","","","","2009-10-10","2009-12-10","2009-12-10"
"1001199","Forsberg, Lena [lenaf] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Innovation och Design [875021])","Hästen som livsstil : beskrivning av ett forskningsprojekt i vardande","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","SVEBIs forsknings- och utbildningskonferens","","","2004","","","","Svensk förening för beteendevetenskaplig idrottsforskning","","","","","","","","","","","urn:nbn:se:ltu:diva-28006","1a66ab30-a0c1-11db-8975-000ea68e967b","","","Övrig annan teknik (21199)","Entrepreneurship and Innovation","","Godkänd; 2004; 20061026 (biem)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1006205","Forsberg, Rolf [rolf_f]","Logistikprocesser för en effektiv försörjningskedja","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Produktionslogistik 2003 : effektivt flöde från leverantör till kund : artiklar från PLAN:s forsknings- och tillämpningskonferens i Luleå 28-29 augusti 2003","243","255","2003","","","Luleå och Stockholm","Luleå tekniska universitet","","","","91-631-4313-5","","","","","","","urn:nbn:se:ltu:diva-32970","7ab48ca0-77f4-11db-962b-000ea68e967b","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","Industrial Logistics","","Godkänd; 2003; 20061119 (ysko)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
